,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
824,"RT @MaxCRoser: No we have not been able to find COVID vaccination data for Spain.

If someone is aware where the Spanish government is publ…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JALBAJAR,252,TRUE,FALSE,NA,NA
825,"@Cavanbrian @BibiBaskin Hello Cavan down a long lane Brian.
This is Brian from the right side of the Worm Ditch ...… https://t.co/YAbBzDXUHl",FALSE,0,Cavanbrian,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,4826769724,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BrianMacDomhnai,0,FALSE,FALSE,NA,NA
826,"RT @JoanneWT09: @Sarah4Justice Must be nice to demand schools stay closed while you're on vacation in Puerto Rico <U+0001F1F5><U+0001F1F7> 

YOU'RE A PRIME EXAMP…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",despar2,411,TRUE,FALSE,NA,NA
827,@memememe2567 @jsb_bosley @drphiliplee1 @sainsburys Sure you are. Hospitals are naturally going to be full of peopl… https://t.co/opJeS4JF5Y,FALSE,0,memememe2567,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,1.18E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",typenamehere12,0,FALSE,FALSE,NA,NA
828,RT @reesewaters: Dabo Swinney ranked the team that ended his season #11 but that’s not as bad as the time he blamed Florida State for prote…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",megam_97,2588,TRUE,FALSE,NA,NA
829,@ChelseaFC Don’t get Covid!,FALSE,0,ChelseaFC,02/01/2021 22:21,FALSE,1.35E+18,1.35E+18,22910295,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ilikeridebike,0,FALSE,FALSE,NA,NA
830,"RT @itvnews: Covid: Leading teaching union advises primary school staff not to return to classrooms
https://t.co/Kuiuh5vERv",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maureenagnesst1,13,TRUE,FALSE,NA,NA
831,@xogwendalsflow yes aliona was internationally undefeated in her first senior season and nobody is upset about that… https://t.co/qWll0kKgPr,FALSE,1,xogwendalsflow,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,2877632437,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kostobot,0,FALSE,FALSE,NA,NA
832,@LeethalMe @phbarratt What does 'health impact events' even mean? Are they allergic reactions or are a certain % st… https://t.co/4abvLn6KDi,FALSE,0,LeethalMe,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,9.31E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DoddsMaz,0,FALSE,FALSE,NA,NA
833,"@adilray Someone tell these idiot covid deniers that the world doesn’t really want to shut down, governments don’t… https://t.co/Bg6TYHqqrj",FALSE,0,adilray,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,19608718,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lola55557,0,FALSE,FALSE,NA,NA
834,@carl_herrick @LordBrown77 @wit_xx Covid has cost us substantially more than £20m. That was on the assumption fans returned in October.,FALSE,0,carl_herrick,02/01/2021 22:21,FALSE,1.35E+18,1.35E+18,367837741,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DarrenSmithTWIF,0,FALSE,FALSE,NA,NA
835,"I’m on the phone to my family in the USA and wow, the covid situation 100x worse than the U.K. My uncle said they e… https://t.co/SH9TiqhsTN",FALSE,0,NA,02/01/2021 22:21,TRUE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MONR0WE,0,FALSE,FALSE,NA,NA
836,"RT @CNN: Virginia state Sen. Ben Chafin Jr. has died at age 60 after contracting Covid-19, according to a statement from his office. https:…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m42calhoun,57,TRUE,FALSE,NA,NA
837,"RT @MSNBC: Dr. Carnethon advises that ""we can be fairly confident"" the variant of Covid-19 first detected in the UK is ""everywhere"" in the…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GovSherazKhan,61,TRUE,FALSE,NA,NA
838,RT @CumbriaWitch: So flu is nonexistent cos everyone is wearing masks and social distancing....but COVid is out of control cos of folk not…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GustavusLoyal,785,TRUE,FALSE,NA,NA
839,"RT @SassyKadiK: Holy fucking hell. My 82 year old mom tested positive for Covid.
She’s in the hospital with breathing problems.
Please give…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LeoTheCat23,40,TRUE,FALSE,NA,NA
840,"RT @Dr_D_Robertson: Who is in intensive care and where are they?  A thread.

The Intensive Care National Audit &amp; Research Centre @ICNARC ha…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Accident_Prone8,201,TRUE,FALSE,NA,NA
841,RT @DWUhlfelderLaw: Tennessee officials give COVID vaccine to family and friends -- after denying it to 75-year-olds https://t.co/gzw4vdYuiG,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JasonW_IT,438,TRUE,FALSE,NA,NA
842,"RT @JonMurray: “I’m certainly not ‘rich.’ I’ve worked for my entire life to have the properties I own.”

Fascinating story about class, COV…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jnfr,1,TRUE,FALSE,NA,NA
843,RT @ArmyStrang: We need a very British name for the new strain of COVID they created. Something like The Vicar's Lament,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bmacconnell1,159,TRUE,FALSE,NA,NA
844,I’m gonna be super mad if covid decides to fuck with all the plans I have for this year,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kxxrtxnxx,0,FALSE,FALSE,NA,NA
845,"RT @jburnmurdoch: Now, some will inevitably say ""but that’s just showing Covid spreading among people who were already in hospital for othe…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SukiStockwell,58,TRUE,FALSE,NA,NA
846,RT @thedailybeast: Talk show legend Larry King is fighting COVID-19 in a Los Angeles hospital https://t.co/oZiFfVGuxs,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CountryLiberal,435,TRUE,FALSE,NA,NA
847,"RT @jacqui703: So much for schools being safe.  My youngest daughter who has 4 children herself. Has now tested positive for covid, caught…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sjj139,229,TRUE,FALSE,NA,NA
848,RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",felipecicatriz,1089,TRUE,FALSE,NA,NA
849,"RT @TheBlondeRN: If you have sex and take a pregnancy test the next day and its negative, that doesn’t mean you aren’t pregnant. 

It means…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",misstheaong,2520,TRUE,FALSE,NA,NA
850,RT @teenash16: My dad and I tested positive for Covid-19. We are both experiencing heavy symptoms and there is no room for admissions in an…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shinawatra99,5522,TRUE,FALSE,NA,NA
851,"RT @leftcoastbabe: PA State Rep Mike Reese 42, now the third Republican elected official, all 60 or under, to die because of COVID-19 in a…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Snowman55403,17,TRUE,FALSE,NA,NA
852,"RT @mattprescott: Just so it has been said, I would start a strictly enforced NATIONAL LOCKDOWN immediately, as part of a default ZERO COVI…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",allinsonm660,2039,TRUE,FALSE,NA,NA
853,"OFFICIAL: Mayor Margo throws out the city’s 10 PM curfew for restaurants, citing the Governor’s lawsuit.

Margo say… https://t.co/LVeD1KWHxW",FALSE,0,KeenanKFOX_CBS,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,1.10E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KeenanKFOX_CBS,0,FALSE,FALSE,NA,NA
854,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",raaizel,11199,TRUE,FALSE,NA,NA
855,RT @DrEricDing: NEW—Talk show legend Larry King is fighting COVID-19 in a Los Angeles hospital. The 87-year-old was reportedly diagnosed wi…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Trishamott,327,TRUE,FALSE,NA,NA
856,"RT @RealJoelSmalley: In this whole sordid affair of COVID fear peddling and misinformation, nothing sickens me more than the abuse of child…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mspunner,82,TRUE,FALSE,NA,NA
857,"I played a lot more single player games in 2020 due to covid and quarantine, and the large amount of time I spent u… https://t.co/bsk5q7M1rr",FALSE,0,NA,02/01/2021 22:21,TRUE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nekowaifu,0,FALSE,FALSE,NA,NA
858,RT @CBSNews: The COVID vaccine rollout is falling millions of doses short. Here's why. https://t.co/SR2gCNrWUW,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CombsCombs2,11,TRUE,FALSE,NA,NA
859,RT @candies2639: Hiltzik: Trump's COVID-19 vaccine distribution fiasco - Los Angeles Times https://t.co/EixVvZnRLu,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IrishOregonian,5,TRUE,FALSE,NA,NA
860,"RT @thatladyj: Meanwhile in the US, a man dies from COVID mid-flight and the passengers and crew of the flight, all exposed, are free to le…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tahjofSarcasm,17,TRUE,FALSE,NA,NA
861,"@janiceashman4 @ThatTimWalker Yeah, I mean, another ten months of disastrous covid shot show mismanagement and brex… https://t.co/zArisfWAIh",FALSE,0,janiceashman4,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,9.91E+17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",smithstontinsm,0,FALSE,FALSE,NA,NA
862,RT @mmadissect: <U+0001F534>BREAKING: Anthony Hernandez is out of his fight v. Rodolfo Vieira at #UFCFightIsland7 due to a postive covid test via his…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheZaneSimon,8,TRUE,FALSE,NA,NA
863,"It's not Covid at all folks! It's ""Old's disease"". https://t.co/m7EuEdKMdZ",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Resjudicatamyft,0,FALSE,FALSE,NA,NA
864,"RT @stephanykordahi: guys no ICU places in any hospital not only means no places for COVID patients
but also for you when you have a car ac…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SwaidanCeline,180,TRUE,FALSE,NA,NA
865,@amuse @long_woke @tedcruz Can they do covid deaths while they’re at it?,FALSE,0,amuse,02/01/2021 22:21,FALSE,1.35E+18,1.35E+18,4239551,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BryanDMcNally,0,FALSE,FALSE,NA,NA
866,"RT @MajorPatriot: In less than 24 hours:

Virginia state Sen. Ben Chafin Jr. dies after ""contracting Covid-19""

Pennsylvania House Represen…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TweetStreetInt1,3756,TRUE,FALSE,NA,NA
867,"RT @sherylrebeccah: Between Trump supporters and covid deniers, we’ve seen firsthand the importance of better funding for education across…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tittssmcgeee,21,TRUE,FALSE,NA,NA
868,RT @PaulMcKernan7: Who vaccinates our nations babies? who vaccinates pregnant women?Who vaccinates the vulnerable at risk groups from influ…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",omegaman3000,22,TRUE,FALSE,NA,NA
869,"RT @KeyWestGwen: Florida reports 31,518 new COVID cases, 217 deaths — highest two-day since pandemic began https://t.co/lH98hgOBXz",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vicroffey,44,TRUE,FALSE,NA,NA
870,This time last year we mostly thought that common sense was common and and a sign like this must be for the hard of… https://t.co/QebywFqvvE,FALSE,0,NA,02/01/2021 22:21,TRUE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrianwDolan,0,FALSE,FALSE,NA,NA
871,@Lucy_Dawson44 We’ll catch up after covid blows over hun !,FALSE,0,Lucy_Dawson44,02/01/2021 22:21,FALSE,1.35E+18,1.35E+18,444083190,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JessiccaaaS_,0,FALSE,FALSE,NA,NA
872,"RT @keithboykin: Four Republican elected officials (1. Dick Hinch, 2. Luke Letlow, 3. Ben Chafin and 4. Mike Reese) have died in the past f…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",julesrn9483,13,TRUE,FALSE,NA,NA
873,"RT @ABC: Reports are down, while hotline usage remains high among minors. https://t.co/POgO0UWRkD",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",katie_barsi,8,TRUE,FALSE,NA,NA
874,"RT @ABC: Legendary talk show host Larry King, 87, has been hospitalized in Los Angeles for COVID-19, a source says https://t.co/xgxvsOtvJW",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",melissasprofile,123,TRUE,FALSE,NA,NA
875,"RT @CREWcrew: While the majority of Dems and Republicans  voted to pass Monday’s COVID relief package, two Ds and 57 Rs voted against it. A…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",cambiara20,177,TRUE,FALSE,NA,NA
876,"RT @mister_wynn: #auspol 

THE WICKED REALITY:

OVER 175 POSITIVE #COVID CASES IN SYDNEY NSW.

BUT GLADYS IS ONLY SUPPLYING DAILY ""NEW"" INF…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",On_Da_Ball3,31,TRUE,FALSE,NA,NA
877,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",filly_beano,11199,TRUE,FALSE,NA,NA
878,"@busblog Thanks, Tony. I'm moving through my grief. Apparently I'm in the yell it from the rooftops stage? I'm sure… https://t.co/DvOile56Br",FALSE,0,busblog,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,5490762,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",lesleyLA,0,FALSE,FALSE,NA,NA
879,"People who went thru this whole pandemic covid free should get a $5,000 stimulus",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaptainSlamm,0,FALSE,FALSE,NA,NA
880,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SabishiiKoala,11199,TRUE,FALSE,NA,NA
881,"RT @OwenJones84: 57,725 new Covid cases recorded in 24 hours, the highest ever. We can't stop the hospitalisations and deaths those will ca…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HelenSimmons8,358,TRUE,FALSE,NA,NA
882,@EducatingSooty So sorry my friend. Covid can do one.,FALSE,0,EducatingSooty,02/01/2021 22:21,FALSE,1.35E+18,1.35E+18,743465478,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MrEFinch,0,FALSE,FALSE,NA,NA
883,"Winds me up that the Government ignored London for the strictest of COVID measures, despite cases rising there whil… https://t.co/aTFCSWtf1V",FALSE,0,NA,02/01/2021 22:21,TRUE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nottingham67,0,FALSE,FALSE,NA,NA
884,RT @GuidoFawkes: Seems Covid-19 has erected a border. Any epidemiological statisticians care to comment? https://t.co/SNIzzFKXYS,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",halftwottered,521,TRUE,FALSE,NA,NA
885,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tori_capo,11199,TRUE,FALSE,NA,NA
886,RT @Rechiecorpuz07: Take me back to life without covid.,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_josearistheaaa,469,TRUE,FALSE,NA,NA
887,RT @DoctorChrisVT: A piece in the @nytimes today asserted that the UK “quietly updated its vaccination playbook to allow for a mix and matc…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",terry_gill,629,TRUE,FALSE,NA,NA
888,RT @mattdpearce: COVID has gotten so bad in L.A. that they’re calling in the National Guard to help move the bodies. https://t.co/1pZ4MegffQ,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BethRice,2677,TRUE,FALSE,NA,NA
889,RT @EliotHiggins: People started breaking Covid rules when they saw those with privilege ignore them | Daisy Fancourt https://t.co/qlXwAr0G…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fatbrit007,49,TRUE,FALSE,NA,NA
890,"RT @RekietaMedia: Remember that COVID thing?  Neither does the media. 

https://t.co/2gqYOVzU2K",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Wraith5Chaos,36,TRUE,FALSE,NA,NA
891,"RT @CREWcrew: While the majority of Dems and Republicans  voted to pass Monday’s COVID relief package, two Ds and 57 Rs voted against it. A…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoelforWI,177,TRUE,FALSE,NA,NA
892,RT @BoSnerdley: Larry King hospitalized with COVID-19 https://t.co/KkjZXEFCM7 via @pagesix &gt;&gt;&lt;&gt;Oh no. Hope and prayers for a complete recov…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Picevol,7,TRUE,FALSE,NA,NA
893,"RT @MeidasTouch: If we wanted @tedcruz to vote for $2,000 covid survival checks maybe we should have called his wife ugly first",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Susanarosanada2,922,TRUE,FALSE,NA,NA
894,"RT @CBSDFW: Dallas County adds 2,852 COVID-19 cases, Tarrant County 3,361 in first reports of new year https://t.co/DjB25De9lf",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KnudsonMolla,2,TRUE,FALSE,NA,NA
895,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",doitlikejoshcx,11199,TRUE,FALSE,NA,NA
896,RT @teenash16: My dad and I tested positive for Covid-19. We are both experiencing heavy symptoms and there is no room for admissions in an…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ibra_himyusuf,5522,TRUE,FALSE,NA,NA
897,RT @pearsoncrz: @mjsisko @JohnFetterman @accidntlmystic 40% increase in child hunger due to impact of Covid. Support $2000 relief even if y…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KCMeadows1,2,TRUE,FALSE,NA,NA
898,"Immune to logic, common sense, science, and reason.

But NO herd immunity, apparently, to COVID. https://t.co/sPOiIJM4By",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",thedebunk,0,FALSE,FALSE,NA,NA
899,"@RFeltham5 TV tonight is “hilarious”:

Casualty - full blown covid story 
Masked Singer - mask driven agenda
Castaw… https://t.co/uhfda1tPGF",FALSE,0,RFeltham5,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,1.30E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WellieWearer,0,FALSE,FALSE,NA,NA
900,@praetorian000 @samanthamarika1 Ah the statistical illusion.... A 50% death rate of Covid today would be about 40m… https://t.co/rXnzKwPyB7,FALSE,0,praetorian000,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,1112306010,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GabNiel42,0,FALSE,FALSE,NA,NA
901,"Do you disinfect your freshly cleaned makeup brushes with isopropyl alcohol after they’re all dry, or do you still believe covid is a hoax?",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShoShoZahav,0,FALSE,FALSE,NA,NA
902,@poblgroup What's the point because weeks later it all goes back to the way it was....just wasting my time writing… https://t.co/ErgCT63M85,FALSE,0,poblgroup,02/01/2021 22:21,TRUE,1.35E+18,1.35E+18,80305402,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Keith50518665,0,FALSE,FALSE,NA,NA
903,RT @chrischirp: So all the bad covid things me &amp; others were shouting about in the 2 weeks before Xmas are happening &amp; continuing to worsen…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",martinjhh,2425,TRUE,FALSE,NA,NA
904,RT @sfsmartp: Today is my birthday and I’m still in COVID hell quarantine. I miss my family and friends. Can I get a Happy Birthday tweet f…,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",realmyforis,1385,TRUE,FALSE,NA,NA
905,"RT @drdavidsamadi: The new COVID-19 mutation that the media is hyping up is NOT more lethal, in fact it is less lethal.

It is reportedly m…",FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TMccarthyisms,8126,TRUE,FALSE,NA,NA
906,RT @harryftirene: normalise crying like a baby the first moment you step into a concert venue post-covid,FALSE,0,NA,02/01/2021 22:21,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jonehjs,7754,TRUE,FALSE,NA,NA
